LocationNumber,RSSI,TxLinkSpeed,RxLinkSpeed,MainAPConnect,TxThroughput,AvgPingLatency
23,-67.55,588.13,581.14,1,17.89,50.64
13,-58.89,654.86,583.56,1,13.1,54.18
6,-67.88,346.63,247.3,1,15.76,50.29
15,-51.01,771.27,784.47,1,3.76,51.14
27,-54.47,725.22,474.65,1,15.47,59.68
6,-68.89,481.68,248.9,1,15.84,51.28
33,-71.14,493.99,235.79,1,15.69,64.54
27,-53.92,648.66,585.33,1,15.44,48.91
15,-51.08,791.79,715.96,1,4.36,51.52
12,-65.8,237.24,237.81,1,17,56.18
17,-50.22,844.41,850.24,1,6.74,47.26
26,-60.67,526,513.65,1,15.22,53.8
14,-48.65,869.72,764.77,1,16.12,43.09
10,-58.8,535.78,380.54,1,14.57,60.92
27,-55.32,645.55,662.33,1,16.69,47.9
28,-63.97,453.95,392.48,1,15.04,90.44
7,-69.88,323.37,163.57,1,14.85,51.98
6,-68.24,329.61,302.45,1,13.86,49.56
35,-74.5,166.16,143.3,1,7.67,52.94
36,-75.23,185.56,137.35,1,6.57,54.43
31,-76.68,182.99,137.67,1,14.48,81.13
1,-76.9,229.05,126.25,1,13.46,49.83
14,-50.52,857.25,762.97,1,15.38,51.15
3,-65.63,347.18,221.36,1,8.59,52.67
20,-39.15,871.21,877.16,1,17.66,46.33
15,-49.83,797.18,773.87,1,5.66,52.2
32,-73.7,231.06,181.14,1,16.15,78.88
13,-59.18,535.95,573.34,1,14.64,52.46
3,-65.55,349.47,391.66,1,14.27,53.39
12,-67.59,359.53,270.68,1,12.43,63.68
2,-73.12,186.71,181.29,1,5.37,62.13
13,-59.06,637.83,570.18,1,13.73,54.65
7,-69.82,242.2,235.9,1,16.89,47.64
13,-60.24,522.5,528.34,1,15.34,60.1
2,-72.01,85.39,219.12,1,8.21,46.86
16,-53.29,773.72,691.61,1,17.1,48.34
14,-48.75,869.32,784.19,1,9.07,62.76
34,-69.96,241.72,263.18,0,2.42,59.7
13,-60.18,533.1,590.03,1,18.6,53.06
7,-69.66,222.55,257.03,1,10.87,51.56
3,-65.11,357.11,238.03,1,9.1,52.83
17,-50.28,882.17,859.24,1,6.71,46.54
2,-73.04,110.56,177.15,1,15.69,52.75
11,-61.08,348.44,378.35,1,16.92,55.86
6,-67.22,360.53,268.19,1,14.43,48.76
31,-76.48,161.6,130.35,1,15.64,63.89
36,-76.04,102.04,78.15,1,5.62,54.07
11,-62.15,346.4,368.68,1,15.1,50.08
12,-66.9,348.18,296.77,1,14.01,62.69
2,-72.99,136.95,124.58,1,15.97,42.97
20,-40.53,838.07,868.11,1,17.38,51.79
2,-72.91,149.45,134.62,1,6.42,48.33
16,-52.31,687.73,704.5,1,13.46,46.66
22,-58.6,533.87,644.94,1,15.3,48.06
27,-54.55,652.46,590.4,1,16.06,47.63
7,-69.23,156.12,217.38,1,14.56,54.74
26,-60.19,525.06,473.15,1,15.53,50.89
4,-50.96,641.68,897.39,0,16.96,47.26
8,-67.75,317.27,302.5,1,18.1,62.65
36,-74.38,121.94,110.5,1,13.92,52.72
26,-59.05,638.07,472.09,1,14.75,52.49
6,-68.15,456.72,236.27,1,14.53,47.82
13,-59.23,461.64,337.76,1,16.17,51.22
7,-70.03,248.87,268.78,1,11.89,52.43
35,-75,186.97,149.66,1,16.66,49.82
15,-48.79,799.39,802.44,1,4.02,49.54
24,-62.16,653.86,514.28,1,14.3,49.35
4,-52.4,628.7,851.4,0,15.65,46.46
26,-59.95,713.38,539.92,1,14.52,62.16
24,-62.61,534.13,485.72,1,14.83,57.42
17,-48.55,856.15,862.69,1,15.56,45.96
2,-73.21,101.14,123.5,1,6.55,48.35
6,-69.41,482.57,292.1,1,15.58,48.81
29,-68.63,462.64,344.81,1,13.77,71.39
12,-68.03,340.36,264.35,1,12.35,64.35
24,-63.02,703.32,600.38,1,10.17,54.09
14,-49.67,884.8,775.54,1,7.76,54.39
20,-39.98,861.05,869.98,1,15.35,46.32
6,-71.02,384.29,289.69,0,3.16,52.87
32,-74.35,224.76,193.49,1,15.74,71.61
36,-74.68,172.01,101.13,1,14.76,52.2
8,-66.49,267.03,372.64,1,15.61,54.91
29,-68.21,402.16,356.66,1,17.09,70.11
6,-67.58,349.52,259.49,1,15.07,50.84
23,-65.83,653.22,646.39,1,16.6,43.99
5,-58.49,641.53,695.28,0,3.33,64.35
9,-61.79,462.39,473.37,1,4.89,57.15
20,-38.01,872.34,876.14,1,15.2,51.69
6,-67.06,353.1,267.28,1,14.41,56.27
12,-66.7,233.36,226.13,1,17.42,56.5
33,-71.29,444.11,252.25,1,16.11,96.25
15,-51.11,776.05,768.76,1,17.31,40.03
8,-65.32,266.69,357.9,1,13.97,48.62
36,-74.58,174.15,136.37,1,5.99,54.82
32,-74.74,232.8,171.07,1,13.61,72.28
28,-64.11,360.37,384.08,1,11.18,57.76
28,-64.69,468.41,375.39,1,13.35,70.93
19,-47.2,873.29,855.75,1,17.74,47.36
24,-62.94,643.58,587.82,1,17.39,49.51
1,-75.84,169.23,190.15,1,14.67,51.24
12,-66.51,357.58,260.15,1,15.3,70.63
18,-52.02,641.44,449.86,1,5.12,48.48
32,-73.8,241.89,182.63,1,6.48,67.8
34,-71.68,214.38,111.85,0,4.7,60.97
34,-70.5,262.92,204.32,0,8.91,55.78
14,-49.21,776.76,582.31,1,15.1,45.8
4,-51.57,773.72,876.96,0,3.33,49.54
28,-64.23,476.25,413.01,1,15.08,90.29
34,-71.44,219.84,271.55,0,13.13,61.28
13,-59.99,533.58,534.31,1,17.32,56.38
10,-60.69,517.41,372,1,16.58,50.44
26,-60.31,538.85,521.59,1,17.65,62.15
24,-63.23,696.02,581.23,1,10.17,53.48
10,-61.56,459.62,383.74,1,15.3,53.23
25,-71.34,368.79,332.64,1,15.05,64.92
27,-53.87,657.86,644,1,14.98,53.47
12,-66.3,248.93,246.97,1,15.11,51.57
22,-58.79,657.19,641.76,1,15.28,45.91
2,-72.85,96.6,133.44,1,16.84,43.07
28,-63.93,463.53,340.02,1,13.18,62
26,-59.86,524,465.87,1,14.52,52.82
14,-49.12,872.8,608.42,1,15.05,53.49
17,-49.26,855.33,873.52,1,15.17,53.97
15,-50.6,777.99,777.09,1,3.71,49.46
19,-48.05,883.66,868.62,1,15.51,47.15
34,-71.27,248.79,263.31,0,2.51,60.34
16,-53.44,782.44,587.62,1,17.84,52.59
33,-70.79,357.67,274.58,1,16.2,95.14
10,-62.75,574.53,485.81,1,16.08,59.59
7,-70.15,241.54,229.31,1,14.45,49.72
27,-53.58,634.36,586.88,1,4.89,49.86
25,-71.54,350.39,299.46,1,13.95,57.9
8,-66.6,315.42,368.21,1,17.98,55.84
3,-65.4,340.67,376.75,1,5.18,58.67
27,-55.08,724.42,647.22,1,15.72,53.22
13,-60.52,526.19,612.95,1,18.71,53.11
24,-63.13,476.72,522.75,1,14.86,52.85
21,-51.37,847.25,860.3,1,17.15,46.68
14,-48.23,862.6,779.02,1,15.18,50.86
17,-49.55,867.65,890.82,1,17.2,50.82
9,-61.9,468.88,518.66,1,3.71,72.74
34,-70.98,247.62,246.31,0,3.69,59.3
8,-67.18,348.79,359.76,1,14.27,49.55
35,-75.71,176.36,101.98,1,5.79,53.85
18,-52.71,693.39,638.75,1,15.1,47.79
25,-71.8,345.02,280.84,1,10.41,56.62
31,-76.87,131.07,133.75,1,13.34,69.7
9,-62.36,521.93,452.02,1,16.05,50.83
28,-63.18,528.34,402.9,1,17.02,70.75
1,-76.77,184.75,75.7,1,4.62,48.01
6,-68.13,355.82,309.19,1,13.24,46.34
2,-73.17,117.79,93.42,1,15.93,44.01
9,-62.19,532.91,480.07,1,15.85,88.19
13,-60.15,541.83,506.96,1,16.87,52.2
10,-60.04,483.68,357.41,1,3.84,55.72
2,-72.74,126.49,184.74,1,13.84,56.2
36,-75.55,53.44,140.57,1,13.45,46.73
20,-39.85,854.33,866.29,1,17.69,46.35
33,-70.77,335.05,252.1,1,2.59,65.7
3,-65.41,354.7,395.57,1,13.81,52.54
23,-66.26,650.48,580.44,1,14.98,46.41
11,-62.18,343.86,409.94,1,15.19,50.65
31,-77.76,119.77,150.98,1,15.28,75.23
14,-51.65,876.27,584.12,1,17.65,59.03
27,-54.83,527.15,662.43,1,17.07,46.51
35,-74.32,169.93,91.97,1,17.32,52.1
21,-50.57,873.98,904.48,1,15.58,48.55
9,-61.81,357.02,541.36,1,16.59,57.72
22,-58.87,637.91,643.11,1,15.38,47.56
15,-51.78,782,791.27,1,9.05,51.64
3,-65.5,287.89,400.26,1,14.91,62.12
17,-49.31,878.05,856.61,1,17.61,47.32
5,-59.36,655.22,11.49,0,16.71,64.21
12,-67.43,356.43,290.56,1,14.96,52.7
14,-48.35,860.63,767.07,1,8.97,62.82
16,-54.25,647.86,700.57,1,15.77,69.38
9,-61.81,517.11,354.95,1,6.1,64.51
10,-58.77,467.49,379.22,1,15.49,71.13
2,-73.04,116.53,180.78,1,15.13,51.31
28,-63.76,454.69,400.97,1,12.89,71.8
34,-71.18,279.94,-10.09,0,13.53,58.97
12,-66.98,347.41,258.67,1,16.26,57.19
16,-53.12,788.85,660.48,1,4.43,53.07
34,-71.01,258.07,247.2,0,9.29,55.08
25,-71.16,348.99,220.97,1,11.95,60.53
23,-66.22,647.63,677.66,1,3.39,51.66
7,-69.14,244.71,241.92,1,4.92,57.09
13,-61.62,544.3,521.88,1,16.3,46.3
29,-67.95,346.19,243.4,1,15.67,58.12
22,-58.92,656.31,664.85,1,15.56,51.92
15,-49.26,885.14,782,1,17.19,48.57
5,-57.71,650.11,584.17,0,4.16,49.1
29,-67.95,406.7,250.19,1,15.38,59.71
8,-65.79,354.49,293.94,1,12.68,48.16
20,-39.66,872.21,883.23,1,17.99,47.88
5,-57.79,681.29,596.74,0,4.17,48.91
36,-74.68,177.03,95.8,1,4.52,49.15
4,-50.86,785.97,865.3,0,1.33,59.39
11,-61.82,351.01,406.08,1,16.96,57.84
18,-52.2,702.38,657.56,1,14.9,48.66
2,-72.4,156.64,200.67,1,14.94,49.26
22,-59.56,642.88,669.26,1,15.33,50.91
22,-59.2,706.66,652.91,1,16.34,53.15
9,-61.49,529.73,347.07,1,4.31,50.4
28,-64.23,360.83,396.98,1,15.21,68.63
4,-50.72,778.35,867.18,0,3.23,50.74
20,-40.82,869.07,870.49,1,17.41,48.17
12,-67.31,341.94,261.5,1,15.5,54.72
18,-52.21,654.21,635.59,1,15.57,49.65
33,-71.1,327.47,282.38,1,15.77,80.46
1,-76.06,154.19,115.87,1,16.98,48.64
26,-60.34,536.6,598.65,1,16.76,55.84
8,-66.49,351.05,353.71,1,14.34,50.46
31,-76.67,168.61,149.74,1,15.06,80.9
8,-67.5,286.85,306.19,1,11,50.08
27,-53.78,520.14,437.16,1,16.53,50.23
22,-59.55,638.27,641.22,1,15.53,50.84
1,-75.44,162.31,181.43,1,14.66,47.65
3,-65.36,455.51,330.73,1,13.52,53.46
18,-52.26,633.37,586.51,1,16.2,48.15
23,-65.54,674.13,635.08,1,16.97,46.38
23,-65.97,673.55,661.95,1,17.05,54.05
24,-62.91,635.79,364.17,1,4.82,60.66
36,-75.29,162.21,129.45,1,8.64,49.89
10,-60.18,521.78,404.06,1,13.17,46.83
5,-58.65,661.02,577.66,0,14.66,55.33
14,-48.85,763.08,804.91,1,17.13,50.15
19,-47.69,857.95,858.78,1,14.8,46.54
21,-51.08,858.5,849.8,1,16.98,50.99
28,-64.54,472.44,395.7,1,13.22,71.5
27,-55.1,540.34,567.48,1,16.35,47.46
8,-67.34,252.65,342.46,1,15.75,55.37
1,-75.59,175.99,205.41,1,14.52,49.6
12,-67.23,356.39,242.04,1,5.55,43.93
15,-49.92,764.37,772.35,1,4.04,49.52
8,-66.88,324.85,392.4,1,9.46,46.46
31,-77.01,167.71,150.68,1,13.28,77.48
23,-65.89,639.29,659.5,1,16.46,45.69
5,-57.97,643.33,731.66,0,4.58,49.07
3,-66.67,363.04,373.71,1,17.96,52.97
20,-41.35,877.21,868.39,1,15.63,54.6
35,-74.48,178.28,138.7,1,15.79,44.27
2,-73.42,163.44,120.33,1,12.55,50.68
4,-51.03,645.21,869.92,0,16.73,47.87
2,-73.51,225.96,169.95,1,14.14,58.64
13,-61.5,490.16,526.82,1,14.25,53.83
28,-63.77,438.59,403.24,1,17.65,77.8
34,-71.12,181.64,162.11,0,14.97,63.08
29,-68.35,476.09,234.24,1,15.98,66.32
21,-49.54,877.89,894.48,1,16.57,46.53
34,-70.58,210.07,113.36,0,12.97,57.31
22,-58.12,645.22,655.57,1,18.09,52.5
3,-65.96,258.29,390.59,1,16.41,56.14
24,-62.45,468.5,572.68,1,16.44,49.62
8,-65.55,327.27,286.58,1,16.28,51.25
15,-51.32,780.41,796.95,1,16.43,52.26
18,-53.26,649.84,642.49,1,15.64,56.46
4,-52.2,792.55,872.67,0,4.13,49.27
22,-59.7,504.42,657.08,1,16.7,48.59
18,-52.42,649.68,645.06,1,6.32,46.97
1,-76.12,103.82,135,1,13.86,52.6
12,-68.45,463.91,173.2,1,11.49,48.74
24,-62.69,550.82,588.84,1,16.16,54.99
33,-70.98,323.57,321.84,1,15.25,64.12
1,-76.38,194.44,174.19,1,13.73,54.93
28,-63.96,513.35,357.93,1,15.21,72.18
12,-66.59,210.59,186.16,1,16.29,49.44
29,-68.41,314.85,254.78,1,17.32,55.43
36,-74.41,105.86,126.02,1,14.04,50.82
13,-60.05,539.69,591.35,1,14.76,52.67
4,-51.92,785.99,874.72,0,14.86,49.43
21,-51.3,864.37,860.1,1,15.98,46.96
16,-52.45,653.96,815.46,1,15.33,52
34,-70.34,257.18,228.51,0,11.84,58.28
32,-74.12,244.62,179.82,1,6.96,67.86
9,-61.34,534.51,454.89,1,15.2,67.36
29,-69.25,355.73,356.93,1,6.86,48.56
24,-62.76,653.94,528.65,1,14.26,49.35
36,-74.26,75.65,96.76,1,14.21,48.8
32,-73.7,238.13,199.13,1,14.8,63.82
19,-47.44,879.13,872.31,1,17.02,45.69
36,-75.12,128.5,164.08,1,13.45,53.34
4,-49.91,625.94,868.1,0,4.51,53.71
19,-46.57,890.6,842.26,1,15.15,47.71
16,-53.21,709.31,705.4,1,13.23,44.95
11,-61.4,351.9,411.59,1,15.58,62.62
27,-53.5,596.09,584.77,1,17.54,54.05
15,-51.3,754.37,776.74,1,8.74,51.89
28,-64.16,326.66,360.98,1,14.38,70.46
11,-62.12,452.35,238.5,1,14.93,48.83
17,-49.66,858.29,847.09,1,11.72,51.56
16,-53.04,863.9,787.37,1,15.78,44.04
12,-67.09,351.33,283.72,1,4.85,57.61
5,-58.19,651.86,719.75,0,4.48,48.82
10,-60.76,348.42,363.19,1,15.95,49.03
2,-72.39,178,126.44,1,4.52,51.31
13,-57.44,462.06,570.55,1,15.96,56.61
35,-73.83,157.97,134.04,1,13.6,49.13
25,-70.86,359.9,293.51,1,15.43,55.68
28,-64.5,471.71,341.6,1,13.31,62.31
11,-62.38,343.4,224.89,1,16.44,49.2
7,-69.67,173.59,266.59,1,14.95,53.06
9,-60.82,613.53,531.11,1,12.26,51.04
33,-71.03,454.68,225.69,1,15.88,96.27
14,-48.57,785.37,864.03,1,11.78,43.8
31,-77.31,130.66,99.38,1,13.35,70.47
29,-67.7,334.09,350.58,1,16.47,54.56
3,-66.14,332.79,380.61,1,15.06,56.31
28,-64.06,471.09,389.12,1,7.3,69.26
20,-39.77,867.5,858.09,1,17.53,47.45
23,-66.09,652.46,651.37,1,17.78,53.14
24,-61.34,711.35,582.2,1,15.48,47.9
29,-69.42,456.58,239.67,1,16.16,66.31
2,-73.03,180.66,135.81,1,12.4,49.4
9,-62.35,521.4,354.49,1,4.74,55.77
33,-70.29,353.94,303.97,1,15.55,94.45
32,-73.78,225.62,155.39,1,14.37,65.02
25,-70.82,227.5,311.28,1,14,56.44
31,-76.5,167.99,114.62,1,13.28,88.6
33,-71.49,365.68,268.09,1,13.83,73.52
25,-70.23,471.46,296.97,1,14.35,64.05
11,-60.95,332.92,411.06,1,18.13,49.72
17,-49.08,866.62,864.73,1,15.46,51.86
22,-58.7,697.89,658.16,1,15.35,48.16
3,-66.78,325.31,348.34,1,15.36,55.92
10,-61.96,582.67,460.27,1,15.57,58.9
16,-52.99,771.45,761.48,1,18.25,47.35
17,-49.08,851.08,857.68,1,6.7,47.48
27,-54.78,506.4,455.99,1,13.68,51.61
36,-75.05,127.76,115.13,1,16.27,58.29
24,-62.07,516.39,528.53,1,14.68,49.82
12,-68.92,352.9,263.14,1,11.83,63.29
27,-55.1,523.36,565.84,1,15.99,47.76
8,-66.36,351.99,323.41,1,16.69,52.34
31,-75.64,166.05,113.87,1,14.1,74.35
3,-65.27,271.14,388.57,1,15.89,68.53
22,-58.72,640.88,638.31,1,14.57,47.43
2,-72.78,173.89,168.68,1,5.22,47.94
31,-76.57,89.44,161.2,1,15.67,78.38
36,-74.98,113.88,112,1,15.59,52.72
31,-77.41,64.31,124.57,1,13.66,89.8
19,-47.76,871.1,860.18,1,16.38,46.77
29,-68.28,387.55,241.54,1,15.37,60.43
8,-67.03,492.06,377.18,1,14.21,51.17
13,-59.71,535.01,541.84,1,14.94,52.7
16,-52.68,644.53,696.64,1,4.09,45.06
3,-64.85,229.09,244.94,1,13.19,55.26
29,-66.96,465.96,332.56,1,15.84,57.31
20,-39.33,866.66,838.27,1,17.1,47.11
9,-61.31,467.63,522.92,1,3.47,72.63
29,-70.45,445.31,219.06,1,15.72,66.62
34,-69.69,160.07,121.21,0,3.87,55.42
14,-50.62,864.82,782.6,1,16.59,50.34
23,-66.19,535.53,584.98,1,15.99,46.51
8,-66.76,472.87,383.41,1,14.26,47.65
7,-69.44,169.46,172.19,1,15.08,48.51
17,-50.29,876.19,833.09,1,6.63,46.29
10,-60.98,542.01,338.2,1,5.27,55.74
33,-70.7,464.6,227.84,1,15.82,72.63
19,-48.43,876.92,885.22,1,17.48,54.17
33,-71.36,468.26,326.24,1,12.81,68.9
14,-50.6,867.27,752.79,1,15.72,43.46
29,-67.67,349.05,280.66,1,14.02,69.64
3,-66.14,328.93,388.77,1,15.49,62.88
29,-68.41,364.62,314.26,1,15.97,48.51
1,-76,177.42,125.71,1,5.78,47.51
2,-73.21,109.02,212.66,1,13.99,45.47
14,-49.3,874.94,753,1,4.09,52.76
21,-50.37,871.41,865.58,1,16.64,46.37
31,-76.93,160.58,135.05,1,13.61,76.03
20,-39.37,855.94,856.62,1,17.27,45.61
18,-52.19,639.89,660.49,1,4.52,53.44
22,-59.38,650.02,640.22,1,15.12,52.16
4,-49.99,663.25,893.94,0,13.8,51.24
7,-69.67,227.11,285.51,1,13.95,46.19
13,-54.77,858.75,589.96,1,15.99,51.46
15,-50.85,763.12,785.43,1,16.16,52.49
3,-65.16,239.87,234.18,1,12.49,54.89
36,-74.37,131.18,129.48,1,14.83,59.99
10,-61.25,477.59,397.86,1,14.52,47.41
4,-51.27,793.32,857.76,0,2.6,49.71
15,-50.85,768.26,769.46,1,15.19,53.62
1,-76.73,237.78,124.98,1,10.04,49.19
24,-62.17,533.53,586.58,1,17.42,54.3
33,-69.92,362.31,252.02,1,4.9,63.87
6,-77.18,109.58,6.16,1,15.53,51.92
27,-53.51,678.54,641.66,1,5.1,61.31
36,-75.29,184.25,159.08,1,12.34,55.4
1,-77.71,192.1,97.48,1,12.84,48.02
33,-70.77,469.58,236.45,1,15.5,63.66
20,-39.78,888.21,860.24,1,17.62,46.51
10,-61.26,521.48,339.4,1,5.68,55.88
10,-59.49,391.41,332.76,1,16.15,51.72
12,-65.93,251.21,236.89,1,17.09,55.31
2,-73.95,117.68,108.11,1,6.42,48.53
32,-73.36,348.51,230.81,1,16.27,65.5
1,-77.12,165.09,120.09,1,12.59,47.91
5,-58.84,642.02,678.33,0,4.88,50.5
9,-61.57,515.27,519.43,1,16.55,48.14
2,-72.39,112.46,127.86,1,15.94,43.23
11,-60.2,225.45,246.38,1,16.65,56.36
16,-53.55,670.84,756.26,1,15.52,52.32
24,-61.97,513.46,606.12,1,15.81,56.25
10,-58.63,508.41,380.35,1,16.96,54.9
34,-70.15,276.21,256.82,0,8.22,60.54
15,-49.62,859.61,775.98,1,17.12,41.08
13,-61.38,471.74,545.38,1,14.38,53.89
32,-74.38,219.01,179.45,1,13.36,63.7
9,-61.05,514.95,343.72,1,14.7,71.61
34,-70.65,262.31,253.7,0,13.07,57.85
24,-62,625.33,582.43,1,11.28,53.76
5,-58.77,660.15,711.96,0,1.69,49.15
13,-61.25,656.61,598.51,1,14.52,53.84
16,-53.23,658.06,570.9,1,12.28,47.85
34,-70.77,258.92,237.61,0,5.06,54.15
16,-52.71,638.49,713.02,1,17.25,43.62
12,-67.94,382.19,165.11,1,16.25,52.49
27,-54.64,519.92,643.71,1,17.14,47.34
25,-70.81,341.63,308.96,1,17.12,48.69
34,-71.1,271.32,171.55,0,1.75,58.19
27,-54.4,624.43,589.68,1,4.64,49.41
17,-49.69,887.42,873.21,1,17.26,53.71
14,-49.63,774.93,590.92,1,16.65,51.01
19,-47.31,859.34,858.99,1,4.72,53.27
13,-58.77,468.58,571.35,1,15.67,54.94
4,-50.9,778.02,853.04,0,4.23,50.68
12,-67.56,347.16,293.54,1,15.66,72.46
9,-61.66,466.43,389.6,1,15.58,67.34
1,-74.63,238.64,203.87,1,5.77,57.77
22,-58.31,544.01,645.69,1,16.74,48.88
19,-47.9,866.91,872.02,1,17.31,45.44
20,-40.28,859.54,843.12,1,16.09,56.59
35,-73.71,173.72,119.63,1,15.21,47.81
25,-70.03,469.48,317.18,1,16.03,47.4
35,-73.74,175.93,122.38,1,15.69,58.97
7,-70.25,358.97,273.74,1,14.14,46.65
2,-73.46,90.82,145.55,1,14.4,49.95
26,-59.87,667.11,523.74,1,17.14,54.44
3,-65.91,455.97,357.88,1,13.78,54.33
27,-54.98,734.74,463.99,1,17.08,45.39
8,-65.91,253.18,381.23,1,13.67,50.72
2,-72.52,187.54,134.9,1,4.88,51.2
33,-71.37,472.12,320.81,1,12.78,68.15
20,-41.23,849.27,873.41,1,17.68,46.49
21,-50.44,866.91,877.7,1,11.63,46.12
17,-48.45,881.24,837.24,1,15.02,46.87
29,-68.1,353.54,367.4,1,17.16,61.34
21,-50.57,855.2,888.15,1,15.14,47.2
27,-55.4,506.19,476.02,1,13.37,51.68
15,-49.24,868.71,784.53,1,14.44,49.34
5,-59.36,649.93,701.72,0,3.63,49.25
19,-49.72,844.52,862.88,1,16.06,46.67
26,-60.63,544.24,522.75,1,16.43,52.69
36,-74.95,151.03,111.17,1,14.95,59.95
7,-70.04,186.58,183.22,1,17.78,49.4
19,-46.95,850.26,865.83,1,15.37,47.68
20,-39.7,884.43,856.93,1,16.77,47.82
19,-47.09,861.63,869.28,1,11.99,48.58
14,-48.94,864.55,591.38,1,15.16,52.78
33,-71.03,389.34,282.68,1,7.76,74.35
36,-75.42,122.64,55.79,1,13.89,59.13
20,-40.09,864.75,863.88,1,16.59,46.44
7,-69.25,230.9,265.87,1,13.61,45.07
3,-65.74,313.91,392.55,1,16.1,63.12
18,-53.41,624.32,657.35,1,16.28,49.46
21,-51.44,868.98,848.45,1,17.15,51.76
15,-50.13,878.46,774.05,1,15.15,51.81
2,-71.9,104.75,123.52,1,14.27,48.68
25,-70.98,230.97,296.47,1,11.33,53.16
10,-59.84,465.57,386.49,1,16.27,49.31
25,-70.98,364.55,327.77,1,14.86,65.26
22,-58.72,657.12,654.71,1,17.45,54
14,-48.54,867.47,786.76,1,4.78,48.75
2,-73.37,186.08,130.15,1,13.81,51.26
25,-70.47,468.89,292.84,1,14.55,64.19
24,-63.65,398.5,358.49,1,14.97,46.92
17,-48.98,874.71,856.05,1,15.28,47.34
24,-63.04,653.52,587.37,1,11.08,54.19
7,-69.42,165.47,228.37,1,14.87,51.9
14,-49.02,795.16,784.06,1,15.11,50.79
5,-58.67,697.35,708.88,0,4.64,62.38
4,-52.58,644.13,870.63,0,14.2,50.19
16,-53.13,632.13,646.24,1,8.27,50.1
15,-50.95,864.67,705.34,1,17.25,54.48
31,-76.1,93.89,137.93,1,15.64,78.55
34,-71.24,267.69,227.33,0,8.65,61.08
5,-58.39,632.31,584.41,0,14.9,54.61
32,-74.07,208.75,197.5,1,12.22,70.1
1,-75.48,230.06,168.31,1,10.54,51.8
15,-50.9,790.45,784.79,1,14.98,51.32
21,-51.22,858.22,855.21,1,17.15,62.64
29,-67.32,343.61,238.03,1,11.48,51.59
27,-54.73,528.7,631.21,1,9.64,48.8
4,-49.2,628,844.04,0,13.72,51.4
27,-54.61,539.2,572.75,1,16.31,47.94
9,-62.26,659.88,501.72,1,18.38,49.74
35,-74.53,165.07,117.65,1,13.91,48.72
26,-59.51,531.2,524.07,1,15.31,54.25
23,-66.36,708.26,639.87,1,16.1,48.34
24,-62.16,645.15,528.27,1,14.61,55.33
25,-71.27,245,297.78,1,11.36,53.31
25,-71.77,368.19,293.44,1,10.8,56.73
25,-70.69,221.83,292.94,1,14.18,56.08
16,-53.14,648.76,682.13,1,4.31,45.43
8,-66.71,365.86,294.8,1,4.37,50.92
23,-66.58,523.52,579.37,1,15.75,46.41
34,-71.56,262,14.78,0,13.64,58.22
31,-77.1,126.22,133.09,1,17.02,71.69
19,-47.89,858.27,850.79,1,5.86,48.2
8,-66.81,370.84,363.28,1,15.09,52.01
4,-51.42,770.58,876.06,0,2.67,48.89
28,-63.34,543.01,388.96,1,13.77,61.72
25,-70.6,331.57,337.56,1,13.69,58.42
34,-71.64,236.5,229.94,0,13.3,57.69
29,-68.66,335.79,272.39,1,15,53.8
10,-58.25,469.3,341.5,1,15.54,64.61
20,-40.29,868.83,863.36,1,12.04,47.79
2,-73.11,169.81,171.92,1,5.32,47.24
16,-52.98,647.9,699.79,1,14.69,55.31
13,-60.91,511.04,579.46,1,4.25,52.88
20,-38.63,874.67,873.08,1,15.67,51.06
27,-54.42,651.78,647.21,1,5.5,48.99
8,-66.57,361.54,275.44,1,14.87,57.93
4,-50.75,796.02,866.41,0,1.82,60.2
6,-67.89,327.53,292.44,1,14.82,51.9
10,-61.14,599.76,377.93,1,15.05,50.92
7,-70.67,353.28,269.99,1,14.5,52.65
16,-53.29,765.37,592.44,1,17.76,52.83
22,-58.51,655.19,654.08,1,15.26,46.07
25,-71.1,361.41,282.68,1,13.14,52.3
6,-68.35,362.02,293.78,1,10.83,50.35
31,-75.88,168.55,136.05,1,14.46,74.6
3,-66.21,345.31,387.37,1,15.78,61.1
31,-77.01,90.48,125.32,1,15.02,86.76
23,-67.82,515.96,590.22,1,15.85,45.42
22,-58.97,654.39,651.81,1,15.82,47.7
5,-59.26,645.38,698.07,0,3.63,54.12
19,-47.15,850.61,874.6,1,5.99,46.98
23,-65.46,636.21,631.68,1,16.69,44.95
1,-76.98,245.45,181.51,1,3.68,58.32
6,-67.79,359.35,275.94,1,14.9,50.02
36,-74.82,191.08,116.27,1,8.74,49.67
20,-40.28,877.91,861.9,1,17.4,46.01
18,-52.59,671.44,642.45,1,15.95,48.39
29,-68.22,381.23,289.59,1,16.16,47.98
2,-73.44,77.25,167.05,1,7.95,46.4
13,-60.03,462.46,534.59,1,17.44,54.38
22,-59.16,536.97,649.84,1,16.9,48.03
3,-66.23,347.42,348.34,1,17.37,60.2
15,-52.08,783.14,790.89,1,15.29,45.03
27,-55.07,536.05,569.71,1,17.21,45.4
20,-40.2,855.02,864.58,1,17.74,47.03
21,-50.94,867.75,849.94,1,11.4,46.44
25,-71.73,465.58,275.84,1,14.31,62.64
4,-51.64,663.28,848.72,0,16.27,46.03
28,-63.8,359.61,348.22,1,15.62,59.07
6,-66.86,347.15,285.4,1,14.54,55.39
14,-48.64,851.76,583.28,1,15.08,53.13
28,-64.11,533.41,330.9,1,15.44,71.79
